contract_number,status_date,contract_status,delinquency_bucket,outstanding_balance
CTR000117,2025-08-01,ACTIVE,CURRENT,27990.0
CTR000117,2025-09-01,ACTIVE,CURRENT,26435.0
CTR000117,2025-10-01,ACTIVE,CURRENT,24880.0
CTR000117,2025-11-01,ACTIVE,CURRENT,23325.0
CTR000117,2025-12-01,ACTIVE,CURRENT,21770.0
CTR000117,2026-01-01,DELINQUENT,1-30,20215.0
CTR000118,2023-02-16,ACTIVE,CURRENT,29594.0
CTR000118,2023-03-01,ACTIVE,CURRENT,29100.77
CTR000118,2023-04-01,ACTIVE,CURRENT,28607.53
CTR000118,2023-05-01,ACTIVE,CURRENT,28114.3
CTR000118,2023-06-01,ACTIVE,CURRENT,27621.07
CTR000118,2023-07-01,DELINQUENT,1-30,27127.83
CTR000118,2023-08-01,ACTIVE,CURRENT,26634.6
CTR000118,2023-09-01,ACTIVE,CURRENT,26141.37
CTR000118,2023-10-01,ACTIVE,CURRENT,25648.13
CTR000118,2023-11-01,ACTIVE,CURRENT,25154.9
CTR000118,2023-12-01,ACTIVE,CURRENT,24661.67
CTR000118,2024-01-01,ACTIVE,CURRENT,24168.43
CTR000118,2024-02-01,DELINQUENT,31-60,23675.2
CTR000118,2024-03-01,ACTIVE,CURRENT,23181.97
CTR000118,2024-04-01,ACTIVE,CURRENT,22688.73
CTR000118,2024-05-01,ACTIVE,CURRENT,22195.5
CTR000118,2024-06-01,ACTIVE,CURRENT,21702.27
CTR000118,2024-07-01,ACTIVE,CURRENT,21209.03
CTR000118,2024-08-01,ACTIVE,CURRENT,20715.8
CTR000118,2024-09-01,ACTIVE,CURRENT,20222.57
CTR000118,2024-10-01,ACTIVE,CURRENT,19729.33
CTR000118,2024-11-01,ACTIVE,CURRENT,19236.1
CTR000118,2024-12-01,ACTIVE,CURRENT,18742.87
CTR000118,2025-01-01,ACTIVE,CURRENT,18249.63
CTR000119,2024-06-09,ACTIVE,CURRENT,27099.0
CTR000119,2024-07-01,ACTIVE,CURRENT,26647.35
CTR000119,2024-08-01,ACTIVE,CURRENT,26195.7
CTR000119,2024-09-01,ACTIVE,CURRENT,25744.05
CTR000119,2024-10-01,DELINQUENT,1-30,25292.4
CTR000119,2024-11-01,ACTIVE,CURRENT,24840.75
CTR000119,2024-12-01,DELINQUENT,61-90,24389.1
CTR000119,2025-01-01,ACTIVE,CURRENT,23937.45
CTR000119,2025-02-01,ACTIVE,CURRENT,23485.8
CTR000119,2025-03-01,DELINQUENT,1-30,23034.15
CTR000119,2025-04-01,ACTIVE,CURRENT,22582.5
CTR000119,2025-05-01,ACTIVE,CURRENT,22130.85
CTR000119,2025-06-01,ACTIVE,CURRENT,21679.2
CTR000119,2025-07-01,ACTIVE,CURRENT,21227.55
CTR000119,2025-08-01,ACTIVE,CURRENT,20775.9
CTR000119,2025-09-01,ACTIVE,CURRENT,20324.25
CTR000119,2025-10-01,ACTIVE,CURRENT,19872.6
CTR000119,2025-11-01,ACTIVE,CURRENT,19420.95
CTR000119,2025-12-01,ACTIVE,CURRENT,18969.3
CTR000119,2026-01-01,ACTIVE,CURRENT,18517.65
CTR000119,2026-02-01,DELINQUENT,31-60,18066.0
CTR000119,2026-03-01,ACTIVE,CURRENT,17614.35
CTR000119,2026-04-01,ACTIVE,CURRENT,17162.7
CTR000119,2026-05-01,ACTIVE,CURRENT,16711.05
CTR000120,2023-11-07,ACTIVE,CURRENT,69747.0
CTR000120,2023-12-01,ACTIVE,CURRENT,67809.58
CTR000120,2024-01-01,ACTIVE,CURRENT,65872.17
CTR000120,2024-02-01,ACTIVE,CURRENT,63934.75
CTR000120,2024-03-01,ACTIVE,CURRENT,61997.33
CTR000120,2024-04-01,ACTIVE,CURRENT,60059.92
CTR000120,2024-05-01,ACTIVE,CURRENT,58122.5
CTR000120,2024-06-01,ACTIVE,CURRENT,56185.08
CTR000120,2024-07-01,ACTIVE,CURRENT,54247.67
CTR000120,2024-08-01,ACTIVE,CURRENT,52310.25
CTR000120,2024-09-01,ACTIVE,CURRENT,50372.83
CTR000120,2024-10-01,ACTIVE,CURRENT,48435.42
CTR000120,2024-11-01,ACTIVE,CURRENT,46498.0
CTR000120,2024-12-01,DELINQUENT,1-30,44560.58
CTR000120,2025-01-01,ACTIVE,CURRENT,42623.17
CTR000120,2025-02-01,ACTIVE,CURRENT,40685.75
CTR000120,2025-03-01,ACTIVE,CURRENT,38748.33
CTR000120,2025-04-01,ACTIVE,CURRENT,36810.92
CTR000120,2025-05-01,ACTIVE,CURRENT,34873.5
CTR000120,2025-06-01,ACTIVE,CURRENT,32936.08
CTR000120,2025-07-01,ACTIVE,CURRENT,30998.67
CTR000120,2025-08-01,ACTIVE,CURRENT,29061.25
CTR000120,2025-09-01,ACTIVE,CURRENT,27123.83
CTR000120,2025-10-01,ACTIVE,CURRENT,25186.42
CTR000121,2023-09-10,ACTIVE,CURRENT,57956.0
CTR000121,2023-10-01,ACTIVE,CURRENT,57151.06
CTR000121,2023-11-01,ACTIVE,CURRENT,56346.11
CTR000121,2023-12-01,ACTIVE,CURRENT,55541.17
CTR000121,2024-01-01,ACTIVE,CURRENT,54736.22
CTR000121,2024-02-01,ACTIVE,CURRENT,53931.28
CTR000121,2024-03-01,ACTIVE,CURRENT,53126.33
CTR000121,2024-04-01,ACTIVE,CURRENT,52321.39
CTR000121,2024-05-01,ACTIVE,CURRENT,51516.44
CTR000121,2024-06-01,ACTIVE,CURRENT,50711.5
CTR000121,2024-07-01,DELINQUENT,31-60,49906.56
CTR000121,2024-08-01,ACTIVE,CURRENT,49101.61
CTR000121,2024-09-01,ACTIVE,CURRENT,48296.67
CTR000121,2024-10-01,ACTIVE,CURRENT,47491.72
CTR000121,2024-11-01,ACTIVE,CURRENT,46686.78
CTR000121,2024-12-01,ACTIVE,CURRENT,45881.83
CTR000121,2025-01-01,ACTIVE,CURRENT,45076.89
CTR000121,2025-02-01,ACTIVE,CURRENT,44271.94
CTR000121,2025-03-01,ACTIVE,CURRENT,43467.0
CTR000121,2025-04-01,DELINQUENT,1-30,42662.06
CTR000121,2025-05-01,ACTIVE,CURRENT,41857.11
CTR000121,2025-06-01,ACTIVE,CURRENT,41052.17
CTR000121,2025-07-01,ACTIVE,CURRENT,40247.22
CTR000121,2025-08-01,DELINQUENT,61-90,39442.28
CTR000122,2026-02-06,ACTIVE,CURRENT,29884.0
CTR000122,2026-03-01,ACTIVE,CURRENT,29468.94
CTR000122,2026-04-01,ACTIVE,CURRENT,29053.89
CTR000122,2026-05-01,ACTIVE,CURRENT,28638.83
CTR000123,2023-02-10,ACTIVE,CURRENT,63797.0
CTR000123,2023-03-01,ACTIVE,CURRENT,62467.9
CTR000123,2023-04-01,ACTIVE,CURRENT,61138.79
CTR000123,2023-05-01,ACTIVE,CURRENT,59809.69
CTR000123,2023-06-01,ACTIVE,CURRENT,58480.58
CTR000123,2023-07-01,ACTIVE,CURRENT,57151.48
CTR000123,2023-08-01,ACTIVE,CURRENT,55822.38
CTR000123,2023-09-01,ACTIVE,CURRENT,54493.27
CTR000123,2023-10-01,ACTIVE,CURRENT,53164.17
CTR000123,2023-11-01,ACTIVE,CURRENT,51835.06
CTR000123,2023-12-01,ACTIVE,CURRENT,50505.96
CTR000123,2024-01-01,ACTIVE,CURRENT,49176.85
CTR000123,2024-02-01,ACTIVE,CURRENT,47847.75
CTR000123,2024-03-01,ACTIVE,CURRENT,46518.65
CTR000123,2024-04-01,ACTIVE,CURRENT,45189.54
CTR000123,2024-05-01,ACTIVE,CURRENT,43860.44
CTR000123,2024-06-01,ACTIVE,CURRENT,42531.33
CTR000123,2024-07-01,ACTIVE,CURRENT,41202.23
CTR000123,2024-08-01,DELINQUENT,61-90,39873.13
CTR000123,2024-09-01,ACTIVE,CURRENT,38544.02
CTR000123,2024-10-01,ACTIVE,CURRENT,37214.92
CTR000123,2024-11-01,ACTIVE,CURRENT,35885.81
CTR000123,2024-12-01,ACTIVE,CURRENT,34556.71
CTR000123,2025-01-01,ACTIVE,CURRENT,33227.6
CTR000124,2023-11-02,ACTIVE,CURRENT,68899.0
CTR000124,2023-12-01,ACTIVE,CURRENT,67463.6
CTR000124,2024-01-01,ACTIVE,CURRENT,66028.21
CTR000124,2024-02-01,ACTIVE,CURRENT,64592.81
CTR000124,2024-03-01,ACTIVE,CURRENT,63157.42
CTR000124,2024-04-01,ACTIVE,CURRENT,61722.02
CTR000124,2024-05-01,DELINQUENT,61-90,60286.62
CTR000124,2024-06-01,ACTIVE,CURRENT,58851.23
CTR000124,2024-07-01,ACTIVE,CURRENT,57415.83
CTR000124,2024-08-01,ACTIVE,CURRENT,55980.44
CTR000124,2024-09-01,ACTIVE,CURRENT,54545.04
CTR000124,2024-10-01,ACTIVE,CURRENT,53109.65
CTR000124,2024-11-01,ACTIVE,CURRENT,51674.25
CTR000124,2024-12-01,ACTIVE,CURRENT,50238.85
CTR000124,2025-01-01,ACTIVE,CURRENT,48803.46
CTR000124,2025-02-01,ACTIVE,CURRENT,47368.06
CTR000124,2025-03-01,ACTIVE,CURRENT,45932.67
CTR000124,2025-04-01,ACTIVE,CURRENT,44497.27
CTR000124,2025-05-01,ACTIVE,CURRENT,43061.87
CTR000124,2025-06-01,ACTIVE,CURRENT,41626.48
CTR000124,2025-07-01,ACTIVE,CURRENT,40191.08
CTR000124,2025-08-01,ACTIVE,CURRENT,38755.69
CTR000124,2025-09-01,ACTIVE,CURRENT,37320.29
CTR000124,2025-10-01,ACTIVE,CURRENT,35884.9
CTR000125,2024-03-05,ACTIVE,CURRENT,59055.0
CTR000125,2024-04-01,ACTIVE,CURRENT,58070.75
CTR000125,2024-05-01,ACTIVE,CURRENT,57086.5
CTR000125,2024-06-01,ACTIVE,CURRENT,56102.25
CTR000125,2024-07-01,ACTIVE,CURRENT,55118.0
CTR000125,2024-08-01,ACTIVE,CURRENT,54133.75
CTR000125,2024-09-01,ACTIVE,CURRENT,53149.5
CTR000125,2024-10-01,ACTIVE,CURRENT,52165.25
CTR000125,2024-11-01,ACTIVE,CURRENT,51181.0
CTR000125,2024-12-01,ACTIVE,CURRENT,50196.75
CTR000125,2025-01-01,ACTIVE,CURRENT,49212.5
CTR000125,2025-02-01,ACTIVE,CURRENT,48228.25
CTR000125,2025-03-01,ACTIVE,CURRENT,47244.0
CTR000125,2025-04-01,ACTIVE,CURRENT,46259.75
CTR000125,2025-05-01,ACTIVE,CURRENT,45275.5
CTR000125,2025-06-01,ACTIVE,CURRENT,44291.25
CTR000125,2025-07-01,ACTIVE,CURRENT,43307.0
CTR000125,2025-08-01,ACTIVE,CURRENT,42322.75
CTR000125,2025-09-01,ACTIVE,CURRENT,41338.5
CTR000125,2025-10-01,ACTIVE,CURRENT,40354.25
CTR000125,2025-11-01,ACTIVE,CURRENT,39370.0
CTR000125,2025-12-01,ACTIVE,CURRENT,38385.75
CTR000125,2026-01-01,ACTIVE,CURRENT,37401.5
CTR000125,2026-02-01,ACTIVE,CURRENT,36417.25
CTR000126,2025-05-23,ACTIVE,CURRENT,21893.0
CTR000126,2025-06-01,ACTIVE,CURRENT,21436.9
CTR000126,2025-07-01,ACTIVE,CURRENT,20980.79
CTR000126,2025-08-01,ACTIVE,CURRENT,20524.69
CTR000126,2025-09-01,ACTIVE,CURRENT,20068.58
CTR000126,2025-10-01,DELINQUENT,31-60,19612.48
CTR000126,2025-11-01,ACTIVE,CURRENT,19156.37
CTR000126,2025-12-01,ACTIVE,CURRENT,18700.27
CTR000126,2026-01-01,ACTIVE,CURRENT,18244.17
CTR000126,2026-02-01,ACTIVE,CURRENT,17788.06
CTR000126,2026-03-01,ACTIVE,CURRENT,17331.96
CTR000126,2026-04-01,ACTIVE,CURRENT,16875.85
CTR000126,2026-05-01,ACTIVE,CURRENT,16419.75
CTR000127,2024-04-16,DELINQUENT,1-30,58622.0
CTR000127,2024-05-01,ACTIVE,CURRENT,57400.71
CTR000127,2024-06-01,DELINQUENT,1-30,56179.42
CTR000127,2024-07-01,ACTIVE,CURRENT,54958.13
CTR000127,2024-08-01,ACTIVE,CURRENT,53736.83
CTR000127,2024-09-01,ACTIVE,CURRENT,52515.54
CTR000127,2024-10-01,ACTIVE,CURRENT,51294.25
CTR000127,2024-11-01,ACTIVE,CURRENT,50072.96
CTR000127,2024-12-01,ACTIVE,CURRENT,48851.67
CTR000127,2025-01-01,ACTIVE,CURRENT,47630.38
CTR000127,2025-02-01,ACTIVE,CURRENT,46409.08
CTR000127,2025-03-01,ACTIVE,CURRENT,45187.79
CTR000127,2025-04-01,ACTIVE,CURRENT,43966.5
CTR000127,2025-05-01,ACTIVE,CURRENT,42745.21
CTR000127,2025-06-01,ACTIVE,CURRENT,41523.92
CTR000127,2025-07-01,ACTIVE,CURRENT,40302.63
CTR000127,2025-08-01,ACTIVE,CURRENT,39081.33
CTR000127,2025-09-01,ACTIVE,CURRENT,37860.04
CTR000127,2025-10-01,ACTIVE,CURRENT,36638.75
CTR000127,2025-11-01,ACTIVE,CURRENT,35417.46
CTR000127,2025-12-01,ACTIVE,CURRENT,34196.17
CTR000127,2026-01-01,ACTIVE,CURRENT,32974.88
CTR000127,2026-02-01,ACTIVE,CURRENT,31753.58
CTR000127,2026-03-01,ACTIVE,CURRENT,30532.29
CTR000128,2025-08-14,ACTIVE,CURRENT,49259.0
CTR000128,2025-09-01,ACTIVE,CURRENT,47890.69
CTR000128,2025-10-01,ACTIVE,CURRENT,46522.39
CTR000128,2025-11-01,ACTIVE,CURRENT,45154.08
CTR000128,2025-12-01,ACTIVE,CURRENT,43785.78
CTR000128,2026-01-01,ACTIVE,CURRENT,42417.47
CTR000128,2026-02-01,ACTIVE,CURRENT,41049.17
CTR000128,2026-03-01,ACTIVE,CURRENT,39680.86
CTR000128,2026-04-01,ACTIVE,CURRENT,38312.56
CTR000128,2026-05-01,ACTIVE,CURRENT,36944.25
CTR000129,2024-04-19,ACTIVE,CURRENT,35043.0
CTR000129,2024-05-01,ACTIVE,CURRENT,34458.95
CTR000129,2024-06-01,ACTIVE,CURRENT,33874.9
CTR000129,2024-07-01,ACTIVE,CURRENT,33290.85
CTR000129,2024-08-01,ACTIVE,CURRENT,32706.8
CTR000129,2024-09-01,ACTIVE,CURRENT,32122.75
CTR000129,2024-10-01,ACTIVE,CURRENT,31538.7
CTR000129,2024-11-01,ACTIVE,CURRENT,30954.65
CTR000129,2024-12-01,ACTIVE,CURRENT,30370.6
CTR000129,2025-01-01,ACTIVE,CURRENT,29786.55
CTR000129,2025-02-01,ACTIVE,CURRENT,29202.5
CTR000129,2025-03-01,ACTIVE,CURRENT,28618.45
CTR000129,2025-04-01,ACTIVE,CURRENT,28034.4
CTR000129,2025-05-01,ACTIVE,CURRENT,27450.35
CTR000129,2025-06-01,ACTIVE,CURRENT,26866.3
CTR000129,2025-07-01,DELINQUENT,1-30,26282.25
CTR000129,2025-08-01,ACTIVE,CURRENT,25698.2
CTR000129,2025-09-01,ACTIVE,CURRENT,25114.15
CTR000129,2025-10-01,DELINQUENT,1-30,24530.1
CTR000129,2025-11-01,ACTIVE,CURRENT,23946.05
CTR000129,2025-12-01,DELINQUENT,31-60,23362.0
CTR000129,2026-01-01,ACTIVE,CURRENT,22777.95
CTR000129,2026-02-01,DELINQUENT,61-90,22193.9
CTR000129,2026-03-01,ACTIVE,CURRENT,21609.85
CTR000130,2024-11-07,ACTIVE,CURRENT,27438.0
CTR000130,2024-12-01,DELINQUENT,1-30,26675.83
CTR000130,2025-01-01,ACTIVE,CURRENT,25913.67
CTR000130,2025-02-01,ACTIVE,CURRENT,25151.5
CTR000130,2025-03-01,ACTIVE,CURRENT,24389.33
CTR000130,2025-04-01,ACTIVE,CURRENT,23627.17
CTR000130,2025-05-01,ACTIVE,CURRENT,22865.0
CTR000130,2025-06-01,ACTIVE,CURRENT,22102.83
CTR000130,2025-07-01,DELINQUENT,1-30,21340.67
CTR000130,2025-08-01,ACTIVE,CURRENT,20578.5
CTR000130,2025-09-01,DELINQUENT,31-60,19816.33
CTR000130,2025-10-01,ACTIVE,CURRENT,19054.17
CTR000130,2025-11-01,ACTIVE,CURRENT,18292.0
CTR000130,2025-12-01,ACTIVE,CURRENT,17529.83
CTR000130,2026-01-01,ACTIVE,CURRENT,16767.67
CTR000130,2026-02-01,ACTIVE,CURRENT,16005.5
CTR000130,2026-03-01,ACTIVE,CURRENT,15243.33
CTR000130,2026-04-01,ACTIVE,CURRENT,14481.17
CTR000130,2026-05-01,ACTIVE,CURRENT,13719.0
CTR000131,2025-03-06,ACTIVE,CURRENT,63253.0
CTR000131,2025-04-01,ACTIVE,CURRENT,61495.97
CTR000131,2025-05-01,ACTIVE,CURRENT,59738.94
CTR000131,2025-06-01,ACTIVE,CURRENT,57981.92
CTR000131,2025-07-01,ACTIVE,CURRENT,56224.89
CTR000131,2025-08-01,ACTIVE,CURRENT,54467.86
CTR000131,2025-09-01,ACTIVE,CURRENT,52710.83
CTR000131,2025-10-01,ACTIVE,CURRENT,50953.81
CTR000131,2025-11-01,ACTIVE,CURRENT,49196.78
CTR000131,2025-12-01,ACTIVE,CURRENT,47439.75
CTR000131,2026-01-01,ACTIVE,CURRENT,45682.72
CTR000131,2026-02-01,DELINQUENT,1-30,43925.69
CTR000131,2026-03-01,ACTIVE,CURRENT,42168.67
CTR000131,2026-04-01,ACTIVE,CURRENT,40411.64
CTR000131,2026-05-01,ACTIVE,CURRENT,38654.61
CTR000132,2025-06-24,ACTIVE,CURRENT,29153.0
CTR000132,2025-07-01,ACTIVE,CURRENT,28545.65
CTR000132,2025-08-01,ACTIVE,CURRENT,27938.29
CTR000132,2025-09-01,ACTIVE,CURRENT,27330.94
CTR000132,2025-10-01,ACTIVE,CURRENT,26723.58
CTR000132,2025-11-01,ACTIVE,CURRENT,26116.23
CTR000132,2025-12-01,ACTIVE,CURRENT,25508.87
CTR000132,2026-01-01,ACTIVE,CURRENT,24901.52
CTR000132,2026-02-01,ACTIVE,CURRENT,24294.17
CTR000132,2026-03-01,ACTIVE,CURRENT,23686.81
CTR000132,2026-04-01,ACTIVE,CURRENT,23079.46
CTR000132,2026-05-01,ACTIVE,CURRENT,22472.1
CTR000133,2025-02-06,ACTIVE,CURRENT,30381.0
CTR000133,2025-03-01,ACTIVE,CURRENT,29874.65
CTR000133,2025-04-01,ACTIVE,CURRENT,29368.3
CTR000133,2025-05-01,ACTIVE,CURRENT,28861.95
CTR000133,2025-06-01,ACTIVE,CURRENT,28355.6
CTR000133,2025-07-01,ACTIVE,CURRENT,27849.25
CTR000133,2025-08-01,ACTIVE,CURRENT,27342.9
CTR000133,2025-09-01,ACTIVE,CURRENT,26836.55
CTR000133,2025-10-01,ACTIVE,CURRENT,26330.2
CTR000133,2025-11-01,ACTIVE,CURRENT,25823.85
CTR000133,2025-12-01,ACTIVE,CURRENT,25317.5
CTR000133,2026-01-01,ACTIVE,CURRENT,24811.15
CTR000133,2026-02-01,ACTIVE,CURRENT,24304.8
CTR000133,2026-03-01,ACTIVE,CURRENT,23798.45
CTR000133,2026-04-01,ACTIVE,CURRENT,23292.1
CTR000133,2026-05-01,ACTIVE,CURRENT,22785.75
CTR000134,2024-04-12,ACTIVE,CURRENT,52634.0
CTR000134,2024-05-01,ACTIVE,CURRENT,51171.94
CTR000134,2024-06-01,DELINQUENT,1-30,49709.89
CTR000134,2024-07-01,ACTIVE,CURRENT,48247.83
CTR000134,2024-08-01,ACTIVE,CURRENT,46785.78
CTR000134,2024-09-01,ACTIVE,CURRENT,45323.72
CTR000134,2024-10-01,ACTIVE,CURRENT,43861.67
CTR000134,2024-11-01,ACTIVE,CURRENT,42399.61
CTR000134,2024-12-01,ACTIVE,CURRENT,40937.56
CTR000134,2025-01-01,ACTIVE,CURRENT,39475.5
CTR000134,2025-02-01,DELINQUENT,61-90,38013.44
CTR000134,2025-03-01,ACTIVE,CURRENT,36551.39
CTR000134,2025-04-01,ACTIVE,CURRENT,35089.33
CTR000134,2025-05-01,DELINQUENT,1-30,33627.28
CTR000134,2025-06-01,DELINQUENT,61-90,32165.22
CTR000134,2025-07-01,ACTIVE,CURRENT,30703.17
CTR000134,2025-08-01,ACTIVE,CURRENT,29241.11
CTR000134,2025-09-01,ACTIVE,CURRENT,27779.06
CTR000134,2025-10-01,ACTIVE,CURRENT,26317.0
CTR000134,2025-11-01,ACTIVE,CURRENT,24854.94
CTR000134,2025-12-01,ACTIVE,CURRENT,23392.89
CTR000134,2026-01-01,ACTIVE,CURRENT,21930.83
CTR000134,2026-02-01,ACTIVE,CURRENT,20468.78
CTR000134,2026-03-01,ACTIVE,CURRENT,19006.72
CTR000135,2026-05-05,ACTIVE,CURRENT,15444.0
CTR000136,2024-11-18,ACTIVE,CURRENT,41447.0
CTR000136,2024-12-01,ACTIVE,CURRENT,40295.69
CTR000136,2025-01-01,ACTIVE,CURRENT,39144.39
CTR000136,2025-02-01,ACTIVE,CURRENT,37993.08
CTR000136,2025-03-01,ACTIVE,CURRENT,36841.78
CTR000136,2025-04-01,ACTIVE,CURRENT,35690.47
CTR000136,2025-05-01,ACTIVE,CURRENT,34539.17
CTR000136,2025-06-01,ACTIVE,CURRENT,33387.86
CTR000136,2025-07-01,ACTIVE,CURRENT,32236.56
CTR000136,2025-08-01,DELINQUENT,61-90,31085.25
CTR000136,2025-09-01,ACTIVE,CURRENT,29933.94
CTR000136,2025-10-01,ACTIVE,CURRENT,28782.64
CTR000136,2025-11-01,ACTIVE,CURRENT,27631.33
CTR000136,2025-12-01,ACTIVE,CURRENT,26480.03
CTR000136,2026-01-01,ACTIVE,CURRENT,25328.72
CTR000136,2026-02-01,ACTIVE,CURRENT,24177.42
CTR000136,2026-03-01,ACTIVE,CURRENT,23026.11
CTR000136,2026-04-01,ACTIVE,CURRENT,21874.81
CTR000136,2026-05-01,ACTIVE,CURRENT,20723.5
CTR000137,2024-01-18,ACTIVE,CURRENT,28146.0
CTR000137,2024-02-01,ACTIVE,CURRENT,27676.9
CTR000137,2024-03-01,ACTIVE,CURRENT,27207.8
CTR000137,2024-04-01,ACTIVE,CURRENT,26738.7
CTR000137,2024-05-01,ACTIVE,CURRENT,26269.6
CTR000137,2024-06-01,ACTIVE,CURRENT,25800.5
CTR000137,2024-07-01,ACTIVE,CURRENT,25331.4
CTR000137,2024-08-01,ACTIVE,CURRENT,24862.3
CTR000137,2024-09-01,ACTIVE,CURRENT,24393.2
CTR000137,2024-10-01,ACTIVE,CURRENT,23924.1
CTR000137,2024-11-01,ACTIVE,CURRENT,23455.0
CTR000137,2024-12-01,ACTIVE,CURRENT,22985.9
CTR000137,2025-01-01,ACTIVE,CURRENT,22516.8
CTR000137,2025-02-01,DELINQUENT,31-60,22047.7
CTR000137,2025-03-01,ACTIVE,CURRENT,21578.6
CTR000137,2025-04-01,ACTIVE,CURRENT,21109.5
CTR000137,2025-05-01,ACTIVE,CURRENT,20640.4
CTR000137,2025-06-01,ACTIVE,CURRENT,20171.3
CTR000137,2025-07-01,DELINQUENT,1-30,19702.2
CTR000137,2025-08-01,DELINQUENT,1-30,19233.1
CTR000137,2025-09-01,ACTIVE,CURRENT,18764.0
CTR000137,2025-10-01,ACTIVE,CURRENT,18294.9
CTR000137,2025-11-01,ACTIVE,CURRENT,17825.8
CTR000137,2025-12-01,ACTIVE,CURRENT,17356.7
CTR000138,2023-01-13,ACTIVE,CURRENT,35071.0
CTR000138,2023-02-01,ACTIVE,CURRENT,34583.9
CTR000138,2023-03-01,DELINQUENT,31-60,34096.81
CTR000138,2023-04-01,ACTIVE,CURRENT,33609.71
CTR000138,2023-05-01,ACTIVE,CURRENT,33122.61
CTR000138,2023-06-01,ACTIVE,CURRENT,32635.51
CTR000138,2023-07-01,ACTIVE,CURRENT,32148.42
CTR000138,2023-08-01,ACTIVE,CURRENT,31661.32
CTR000138,2023-09-01,DELINQUENT,31-60,31174.22
CTR000138,2023-10-01,ACTIVE,CURRENT,30687.13
CTR000138,2023-11-01,ACTIVE,CURRENT,30200.03
CTR000138,2023-12-01,ACTIVE,CURRENT,29712.93
CTR000138,2024-01-01,ACTIVE,CURRENT,29225.83
CTR000138,2024-02-01,ACTIVE,CURRENT,28738.74
CTR000138,2024-03-01,ACTIVE,CURRENT,28251.64
CTR000138,2024-04-01,ACTIVE,CURRENT,27764.54
CTR000138,2024-05-01,ACTIVE,CURRENT,27277.44
CTR000138,2024-06-01,ACTIVE,CURRENT,26790.35
CTR000138,2024-07-01,ACTIVE,CURRENT,26303.25
CTR000138,2024-08-01,ACTIVE,CURRENT,25816.15
CTR000138,2024-09-01,ACTIVE,CURRENT,25329.06
CTR000138,2024-10-01,ACTIVE,CURRENT,24841.96
CTR000138,2024-11-01,ACTIVE,CURRENT,24354.86
CTR000138,2024-12-01,ACTIVE,CURRENT,23867.76
CTR000139,2025-11-09,ACTIVE,CURRENT,68673.0
CTR000139,2025-12-01,ACTIVE,CURRENT,67242.31
CTR000139,2026-01-01,ACTIVE,CURRENT,65811.62
CTR000139,2026-02-01,ACTIVE,CURRENT,64380.94
CTR000139,2026-03-01,ACTIVE,CURRENT,62950.25
CTR000139,2026-04-01,ACTIVE,CURRENT,61519.56
CTR000139,2026-05-01,ACTIVE,CURRENT,60088.88
CTR000140,2026-05-12,DELINQUENT,31-60,49068.0
CTR000141,2025-10-15,ACTIVE,CURRENT,21836.0
CTR000141,2025-11-01,ACTIVE,CURRENT,21472.07
CTR000141,2025-12-01,ACTIVE,CURRENT,21108.13
CTR000141,2026-01-01,ACTIVE,CURRENT,20744.2
CTR000141,2026-02-01,ACTIVE,CURRENT,20380.27
CTR000141,2026-03-01,ACTIVE,CURRENT,20016.33
CTR000141,2026-04-01,ACTIVE,CURRENT,19652.4
CTR000141,2026-05-01,ACTIVE,CURRENT,19288.47
CTR000142,2023-06-10,DELINQUENT,1-30,47458.0
CTR000142,2023-07-01,ACTIVE,CURRENT,46798.86
CTR000142,2023-08-01,ACTIVE,CURRENT,46139.72
CTR000142,2023-09-01,ACTIVE,CURRENT,45480.58
CTR000142,2023-10-01,ACTIVE,CURRENT,44821.44
CTR000142,2023-11-01,ACTIVE,CURRENT,44162.31
CTR000142,2023-12-01,DELINQUENT,1-30,43503.17
CTR000142,2024-01-01,ACTIVE,CURRENT,42844.03
CTR000142,2024-02-01,ACTIVE,CURRENT,42184.89
CTR000142,2024-03-01,ACTIVE,CURRENT,41525.75
CTR000142,2024-04-01,ACTIVE,CURRENT,40866.61
CTR000142,2024-05-01,ACTIVE,CURRENT,40207.47
CTR000142,2024-06-01,ACTIVE,CURRENT,39548.33
CTR000142,2024-07-01,DELINQUENT,61-90,38889.19
CTR000142,2024-08-01,ACTIVE,CURRENT,38230.06
CTR000142,2024-09-01,ACTIVE,CURRENT,37570.92
CTR000142,2024-10-01,ACTIVE,CURRENT,36911.78
CTR000142,2024-11-01,ACTIVE,CURRENT,36252.64
CTR000142,2024-12-01,ACTIVE,CURRENT,35593.5
CTR000142,2025-01-01,ACTIVE,CURRENT,34934.36
CTR000142,2025-02-01,ACTIVE,CURRENT,34275.22
CTR000142,2025-03-01,ACTIVE,CURRENT,33616.08
CTR000142,2025-04-01,ACTIVE,CURRENT,32956.94
CTR000142,2025-05-01,ACTIVE,CURRENT,32297.81
CTR000143,2023-04-15,ACTIVE,CURRENT,54239.0
CTR000143,2023-05-01,DELINQUENT,1-30,53335.02
CTR000143,2023-06-01,ACTIVE,CURRENT,52431.03
CTR000143,2023-07-01,ACTIVE,CURRENT,51527.05
CTR000143,2023-08-01,ACTIVE,CURRENT,50623.07
CTR000143,2023-09-01,ACTIVE,CURRENT,49719.08
CTR000143,2023-10-01,ACTIVE,CURRENT,48815.1
CTR000143,2023-11-01,ACTIVE,CURRENT,47911.12
